Entité,Tatouage,CodeEx,Axe,Sens,Description,Tunnel,GPS,type,nbrBr,nbrEx,nbrPc
AGER_EST,L11.125U,NSY-005/CHA,A4,Y,Niche sécurité NSY-005 - PAU MZ09D - Tunnel de Champigny,CHAMPIGNY,"48.826992,2.509484",sécurité,0,2,1
AGER_EST,L11.126V,NSY-006/CHA,A4,Y,Niche sécurité NSY-006 - PAU MZ09E - Tunnel de Champigny,CHAMPIGNY,"48.826767,2.511355",sécurité,0,2,1
AGER_EST,L11.127W,NSY-007/CHA,A4,Y,Niche sécurité NSY-007 - PAU MZ09F - Tunnel de Champigny,CHAMPIGNY,"48.826633,2.512790",sécurité,0,2,1
AGER_EST,L11.128X,NSY-008/CHA,A4,Y,Niche sécurité NSY-008 - PAU MZ09G - Tunnel de Champigny,CHAMPIGNY,"48.826515,2.514407",sécurité,0,2,1
AGER_EST,L11.129Y,NSY-009/CHA,A4,Y,Niche sécurité NSY-009 - PAU MZ10A - Tunnel de Champigny,CHAMPIGNY,"48.826363,2.516724",sécurité,1,2,1
AGER_OUEST_B,L11.131C,NSW-001/CLO,A13,W,Niche sécurité NSW-001 - PAU MR04S - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839250,2.207381",sécurité,1,2,0
AGER_OUEST_B,L11.132D,NSW-002/CLO,A13,W,Niche sécurité NSW-002 - PAU MR04T - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839250,2.210881",sécurité,1,2,1
AGER_OUEST_B,L11.133E,NSW-003/CLO,A13,W,Niche sécurité NSW-003 - PAU MR04U - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839300,2.212397",sécurité,1,2,1
AGER_OUEST_B,L11.134F,NSW-004/CLO,A13,W,Niche sécurité NSW-004 - PAU MR04V - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839170,2.216342",sécurité,1,2,1
AGER_OUEST_B,L11.135G,NSW-005/CLO,A13,W,Niche sécurité NSW-005 - PAU MR03R - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.838974,2.211683",sécurité,1,2,1
AGER_OUEST_B,L11.136H,NSW-006/CLO,A13,W,Niche sécurité NSW-006 - PAU MR03S - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.838863,2.213698",sécurité,1,2,1
AGER_OUEST_B,L11.137J,NSY-001/CLO,A13,Y,Niche sécurité NSY-001 - PAU MR03A - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839337,2.218025",sécurité,1,2,0
AGER_OUEST_B,L11.138K,NSY-002/CLO,A13,Y,Niche sécurité NSY-002 - PAU MR03B - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839590,2.214614",sécurité,0,2,1
AGER_OUEST_B,L11.139L,NSY-003/CLO,A13,Y,Niche sécurité NSY-003 - PAU MR03C - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839714,2.212389",sécurité,0,2,1
AGER_OUEST_B,L11.141N,NSY-004/CLO,A13,Y,Niche sécurité NSY-004 - PAU MR03D - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839820,2.210900",sécurité,0,2,1
AGER_OUEST_B,L11.142P,NSY-005/CLO,A13,Y,Niche sécurité NSY-005 - PAU MR04A - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839916,2.207544",sécurité,0,2,1
AGER_OUEST_B,L11.143R,NSY-006/CLO,A13,Y,Niche sécurité NSY-006 - PAU MR04B - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839810,2.209059",sécurité,0,2,1
AGER_OUEST_B,L11.144S,NSY-007/CLO,A13,Y,Niche sécurité NSY-007 - PAU MR04C - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839867,2.207804",sécurité,0,2,1
AGER_NORD,L11.145T,NSE-001/COU,A86NORD,E,Niche sécurité NSE-001 - PAU RN15R - Tunnel de La Courneuve,LA_COURNEUVE,"48.923683,2.383636",sécurité,1,2,1
AGER_NORD,L11.146U,NSE-002/COU,A86NORD,E,Niche sécurité NSE-002 - PAU RN15S - Tunnel de La Courneuve,LA_COURNEUVE,"48.923313,2.381853",sécurité,1,2,1
AGER_NORD,L11.147V,NSI-001/COU,A86NORD,I,Niche sécurité NSI-001 - PAU RN15B - Tunnel de La Courneuve,LA_COURNEUVE,"48.923355,2.383775",sécurité,1,2,1
